hospital_id,hospital_type,city_region,blood_type,day_of_week,month,season,temperature_c,rainfall_mm,dengue_cases_weekly,road_accidents,emergency_cases,scheduled_surgeries,holiday,blood_donation_camp,current_inventory,expected_demand_units
12,General,Urban,A-,5,2,Winter,17.6,0.7,2,6,6,13,0,0,164,68
12,General,Urban,O-,1,1,Winter,20.6,0.7,6,10,7,4,0,0,155,65
7,Trauma,Urban,A+,4,7,Monsoon,27.8,51.8,9,13,16,4,0,0,221,97
25,General,Semi-Urban,A+,7,5,Summer,35.4,19.2,8,11,12,5,0,0,89,63
10,General,Urban,B+,3,5,Summer,31.7,23.3,7,13,11,6,0,0,146,75
22,Clinic,Urban,A+,2,7,Monsoon,27.8,17.4,5,5,2,2,0,0,55,29
11,General,Semi-Urban,O+,4,7,Monsoon,26.7,99.2,17,17,11,7,0,0,94,79
2,Trauma,Semi-Urban,O+,2,1,Winter,17.4,6.4,2,5,6,4,0,0,224,63
22,Clinic,Urban,B+,7,2,Winter,16.0,2.4,5,16,5,1,0,0,41,38
5,General,Urban,O+,6,10,Summer,36.7,14.8,4,9,15,2,1,0,120,62
7,Trauma,Urban,O+,5,12,Winter,19.0,1.1,5,8,16,2,0,0,228,90
22,Clinic,Urban,B+,5,11,Summer,34.7,17.8,6,9,5,2,0,0,49,36
23,General,Semi-Urban,A+,5,11,Summer,40.2,10.1,2,7,11,11,0,0,99,66
23,General,Semi-Urban,O+,6,6,Monsoon,28.4,67.6,14,12,13,5,0,0,110,73
11,General,Semi-Urban,A+,4,10,Summer,37.6,14.3,5,8,6,6,0,0,113,55
19,Clinic,Rural,A+,7,11,Summer,34.8,1.8,6,12,6,2,0,0,20,34
9,General,Urban,A-,3,11,Summer,32.9,7.2,5,4,4,9,0,0,115,63
19,Clinic,Rural,O-,1,2,Winter,14.8,6.4,6,10,6,2,0,0,20,29
13,Clinic,Rural,O+,5,2,Winter,18.7,0.6,7,8,4,4,0,0,20,30
2,Trauma,Semi-Urban,B+,5,5,Summer,26.0,2.4,5,6,8,3,0,0,233,67
11,General,Semi-Urban,O-,7,7,Monsoon,27.8,58.0,14,6,8,8,0,1,131,64
12,General,Urban,B+,3,12,Winter,18.9,3.3,8,9,16,4,0,0,157,74
7,Trauma,Urban,B+,3,4,Summer,33.3,13.7,11,9,18,0,0,0,200,94
10,General,Urban,A-,4,10,Summer,33.7,38.0,13,7,10,7,0,0,154,75
13,Clinic,Rural,A+,3,11,Summer,30.2,14.0,9,9,3,7,0,0,24,33
2,Trauma,Semi-Urban,AB-,6,12,Winter,22.2,4.4,9,7,19,1,1,0,216,74
4,Clinic,Semi-Urban,B+,3,3,Summer,33.0,25.5,6,4,2,3,0,0,36,24
20,General,Urban,B+,6,3,Summer,31.1,5.6,8,5,8,2,0,0,150,60
9,General,Urban,O+,3,3,Summer,35.6,15.9,6,8,8,6,0,1,138,66
16,General,Semi-Urban,A-,2,9,Monsoon,27.3,133.6,18,13,10,7,0,0,80,74
15,Trauma,Urban,A+,7,9,Monsoon,25.9,121.1,14,12,23,2,0,0,265,106
14,Trauma,Semi-Urban,A+,4,5,Summer,32.6,13.7,1,9,19,4,0,1,193,82
11,General,Semi-Urban,B+,5,2,Winter,18.0,3.7,6,8,7,9,0,0,100,60
13,Clinic,Rural,O+,5,7,Monsoon,31.0,33.7,6,7,4,0,0,0,27,21
21,General,Urban,O+,3,9,Monsoon,28.4,63.3,17,12,15,4,0,0,164,83
25,General,Semi-Urban,B+,7,6,Monsoon,26.9,220.0,33,18,16,2,0,0,92,81
7,Trauma,Urban,O+,3,4,Summer,36.6,7.0,6,13,27,4,0,1,231,109
17,Trauma,Semi-Urban,AB+,7,8,Monsoon,27.1,86.4,10,17,30,3,0,1,186,104
25,General,Semi-Urban,A-,4,8,Monsoon,28.2,82.3,10,8,9,5,0,0,96,62
1,Trauma,Rural,O-,1,8,Monsoon,27.5,112.6,19,10,15,3,0,0,150,74
20,General,Urban,O+,1,11,Summer,35.8,11.3,11,8,12,7,0,0,135,74
13,Clinic,Rural,B+,7,4,Summer,32.7,9.9,2,7,4,3,0,0,31,25
25,General,Semi-Urban,O+,4,8,Monsoon,23.6,152.9,14,11,10,2,0,0,92,61
15,Trauma,Urban,B-,3,11,Summer,36.7,14.0,7,9,16,6,0,1,287,99
21,General,Urban,O+,6,3,Summer,38.5,13.0,8,11,14,8,0,0,142,78
5,General,Urban,B+,5,4,Summer,30.7,7.5,3,14,8,7,0,1,132,73
4,Clinic,Semi-Urban,O-,5,1,Winter,18.5,2.5,10,7,3,0,0,0,29,27
24,Trauma,Rural,B+,5,5,Summer,32.7,14.5,5,14,30,4,0,0,150,86
14,Trauma,Semi-Urban,O+,2,1,Winter,20.7,6.7,3,4,11,6,0,0,204,73
14,Trauma,Semi-Urban,B-,1,9,Monsoon,27.7,200.2,21,14,29,6,0,0,179,113
5,General,Urban,A+,6,2,Winter,28.0,4.4,5,7,6,3,0,0,122,60
6,General,Urban,A+,1,9,Monsoon,26.1,289.6,35,18,14,2,0,0,132,93
21,General,Urban,A+,6,7,Monsoon,31.6,69.0,9,16,14,5,0,0,135,82
8,Clinic,Rural,O+,1,12,Winter,22.9,2.7,5,9,10,0,0,0,20,28
15,Trauma,Urban,AB+,2,5,Summer,35.6,26.7,9,10,21,6,0,0,278,105
8,Clinic,Rural,O+,5,5,Summer,34.1,13.4,6,9,3,2,0,0,20,28
7,Trauma,Urban,B+,5,3,Summer,34.3,7.7,10,5,15,5,0,0,228,92
5,General,Urban,B+,6,7,Monsoon,27.0,84.5,18,14,14,2,0,0,112,81
24,Trauma,Rural,O+,5,3,Summer,37.4,5.0,6,11,19,3,0,0,150,67
24,Trauma,Rural,A+,1,2,Winter,15.4,3.0,4,13,17,2,0,0,150,72
3,Clinic,Urban,B+,6,12,Winter,17.5,1.3,5,10,6,2,1,0,56,31
9,General,Urban,A+,2,9,Monsoon,26.2,37.7,7,13,16,7,0,0,88,81
15,Trauma,Urban,A-,1,2,Winter,12.8,4.1,5,9,25,6,0,0,248,106
10,General,Urban,O+,7,8,Monsoon,29.6,10.3,3,16,12,3,0,1,182,70
19,Clinic,Rural,A+,2,4,Summer,37.2,4.5,6,2,2,1,0,0,27,20
7,Trauma,Urban,B-,4,3,Summer,32.1,6.2,5,9,13,3,0,0,202,92
2,Trauma,Semi-Urban,AB-,4,6,Monsoon,30.1,62.8,12,8,23,4,0,0,238,90
9,General,Urban,A+,6,10,Summer,29.2,17.9,7,16,17,7,0,0,103,83
15,Trauma,Urban,A+,1,1,Winter,18.1,2.4,6,12,16,3,0,0,278,95
5,General,Urban,O+,1,5,Summer,33.6,31.3,6,11,11,7,0,0,135,74
21,General,Urban,A+,3,12,Winter,18.3,2.0,6,9,5,4,0,0,169,63
1,Trauma,Rural,A+,4,5,Summer,34.2,1.3,3,7,16,3,0,0,150,62
2,Trauma,Semi-Urban,O+,6,2,Winter,17.8,1.4,4,8,22,2,0,0,218,82
13,Clinic,Rural,A+,5,6,Monsoon,25.8,101.1,15,12,4,2,0,0,28,34
13,Clinic,Rural,O+,2,9,Monsoon,26.7,37.6,11,10,5,2,0,0,25,34
8,Clinic,Rural,AB-,7,12,Winter,22.1,1.9,9,10,2,1,1,0,20,22
7,Trauma,Urban,A+,4,8,Monsoon,25.3,183.5,19,25,31,6,0,0,184,136
2,Trauma,Semi-Urban,B+,7,1,Winter,24.8,9.2,4,14,22,2,0,0,239,88
17,Trauma,Semi-Urban,O+,7,10,Summer,32.1,3.2,2,10,18,0,0,1,195,75
10,General,Urban,B-,1,10,Summer,34.7,9.8,4,7,10,11,0,0,161,74
3,Clinic,Urban,O+,4,8,Monsoon,28.7,99.4,14,16,5,6,0,0,42,51
10,General,Urban,O+,3,11,Summer,33.1,22.6,6,7,7,3,0,0,168,61
24,Trauma,Rural,O+,4,10,Summer,38.1,8.2,4,14,27,2,1,0,150,75
7,Trauma,Urban,O+,3,3,Summer,35.6,13.9,3,9,13,3,0,0,220,87
23,General,Semi-Urban,O+,4,6,Monsoon,26.4,176.3,25,9,10,9,0,0,110,74
7,Trauma,Urban,B+,4,7,Monsoon,31.1,86.4,15,9,29,8,0,0,191,117
5,General,Urban,O-,2,6,Monsoon,24.0,5.5,10,12,11,7,0,0,117,75
7,Trauma,Urban,A+,3,8,Monsoon,25.3,70.9,12,11,25,1,0,0,199,104
9,General,Urban,O+,2,9,Monsoon,28.7,43.7,9,9,9,4,0,0,90,68
4,Clinic,Semi-Urban,B-,6,2,Winter,20.4,1.8,6,8,5,0,1,0,37,23
15,Trauma,Urban,A+,5,7,Monsoon,28.0,49.4,10,11,25,2,0,0,259,105
9,General,Urban,A+,3,1,Winter,17.6,0.3,7,10,9,7,0,0,111,71
18,Trauma,Semi-Urban,O+,3,7,Monsoon,26.2,211.0,30,18,44,3,0,0,216,130
13,Clinic,Rural,O+,1,6,Monsoon,30.4,164.3,19,19,9,4,0,0,20,52
12,General,Urban,A+,3,3,Summer,34.7,33.9,5,10,9,4,0,0,147,68
12,General,Urban,O+,7,12,Winter,15.4,12.8,6,7,5,3,0,0,169,56
4,Clinic,Semi-Urban,AB+,1,4,Summer,31.2,13.5,7,8,2,0,1,0,32,21
18,Trauma,Semi-Urban,B+,2,1,Winter,22.5,2.2,4,5,11,4,0,0,212,70
3,Clinic,Urban,A+,6,5,Summer,31.8,16.4,2,12,1,1,0,0,58,30
19,Clinic,Rural,A+,4,10,Summer,34.8,17.0,9,11,3,4,0,0,23,32
25,General,Semi-Urban,O+,1,1,Winter,22.1,2.2,9,8,14,3,0,0,82,60
20,General,Urban,A+,4,6,Monsoon,28.6,54.6,15,9,11,5,0,0,151,75
12,General,Urban,B+,6,6,Monsoon,24.7,79.1,16,14,15,3,0,0,134,81
8,Clinic,Rural,O+,3,11,Summer,31.0,6.9,6,6,4,3,0,0,20,26
22,Clinic,Urban,O+,3,1,Winter,23.6,4.9,2,4,0,2,0,0,51,25
7,Trauma,Urban,AB+,5,1,Winter,14.9,1.1,5,7,18,2,0,0,219,90
13,Clinic,Rural,O+,5,7,Monsoon,25.3,139.3,20,20,8,0,0,0,20,43
20,General,Urban,O+,7,3,Summer,35.1,28.5,9,15,9,8,0,0,123,80
24,Trauma,Rural,A+,2,9,Monsoon,26.3,223.2,23,19,29,4,0,0,150,99
24,Trauma,Rural,A-,2,4,Summer,35.7,49.4,15,14,24,3,0,0,150,79
3,Clinic,Urban,B-,2,7,Monsoon,22.6,121.9,18,23,7,6,0,1,63,63
23,General,Semi-Urban,O+,5,1,Winter,17.4,0.9,6,7,5,3,1,0,110,44
3,Clinic,Urban,O+,4,9,Monsoon,29.0,91.3,23,8,6,1,0,0,56,46
15,Trauma,Urban,B-,3,7,Monsoon,29.0,288.1,34,20,28,5,0,0,254,134
24,Trauma,Rural,B+,5,1,Winter,16.3,9.1,6,10,20,3,0,0,150,72
17,Trauma,Semi-Urban,B-,3,4,Summer,30.9,9.3,5,7,17,6,0,0,159,82
24,Trauma,Rural,O+,2,1,Winter,18.6,0.4,4,8,18,1,0,0,150,64
9,General,Urban,O+,4,1,Winter,14.1,4.8,9,6,7,7,0,0,104,68
8,Clinic,Rural,O+,4,9,Monsoon,30.9,23.7,4,6,5,4,0,0,21,24
9,General,Urban,O+,3,6,Monsoon,27.5,115.3,16,17,13,9,0,0,98,91
9,General,Urban,AB-,4,10,Summer,31.9,17.8,10,12,17,14,0,1,121,90
18,Trauma,Semi-Urban,AB+,7,4,Summer,30.8,30.8,9,12,19,3,0,0,221,87
12,General,Urban,B+,2,9,Monsoon,25.1,14.7,7,5,5,7,0,0,145,65
19,Clinic,Rural,O+,2,8,Monsoon,22.3,158.6,29,14,3,4,0,1,34,46
11,General,Semi-Urban,O-,4,8,Monsoon,28.5,79.6,14,16,11,2,0,0,111,68
8,Clinic,Rural,AB+,1,10,Summer,31.6,36.4,6,6,5,1,0,0,20,27
5,General,Urban,AB+,2,9,Monsoon,28.2,151.6,23,14,10,9,0,0,111,90
14,Trauma,Semi-Urban,A+,4,9,Monsoon,28.6,96.9,9,7,22,4,0,0,196,89
23,General,Semi-Urban,O+,4,9,Monsoon,29.9,42.6,7,8,11,5,0,0,117,60
22,Clinic,Urban,A-,5,6,Monsoon,27.8,85.7,15,16,1,4,0,0,49,46
7,Trauma,Urban,A+,1,9,Monsoon,30.4,184.9,25,21,23,3,0,0,212,122
12,General,Urban,O-,6,11,Summer,38.2,12.0,3,9,9,2,0,0,149,58
18,Trauma,Semi-Urban,B-,4,9,Monsoon,27.8,84.0,17,17,29,3,0,1,237,103
16,General,Semi-Urban,O-,2,8,Monsoon,28.0,87.3,15,16,5,11,0,0,85,76
2,Trauma,Semi-Urban,O+,3,1,Winter,16.3,2.2,7,6,18,4,0,1,249,84
15,Trauma,Urban,B+,2,6,Monsoon,24.0,38.7,11,13,28,0,0,0,248,108
1,Trauma,Rural,A+,4,1,Winter,21.8,1.7,4,12,26,3,0,0,150,81
3,Clinic,Urban,B+,4,2,Winter,19.8,3.7,2,5,3,6,0,1,80,32
17,Trauma,Semi-Urban,B+,4,5,Summer,36.1,23.5,7,8,17,4,0,0,173,82
3,Clinic,Urban,AB-,4,6,Monsoon,25.2,102.6,16,6,4,2,0,0,55,41
9,General,Urban,A+,7,7,Monsoon,31.9,187.3,34,18,19,5,0,0,88,104
15,Trauma,Urban,O+,7,11,Summer,33.3,32.2,17,11,25,8,0,0,272,118
17,Trauma,Semi-Urban,A+,4,10,Summer,31.6,44.3,15,8,18,6,0,0,151,89
12,General,Urban,O+,7,6,Monsoon,25.3,283.2,27,17,12,1,0,1,152,82
3,Clinic,Urban,O+,6,5,Summer,38.7,3.4,9,15,2,3,0,0,50,41
20,General,Urban,O+,6,9,Monsoon,23.7,131.5,20,21,16,3,0,0,151,90
24,Trauma,Rural,B+,2,4,Summer,31.7,8.7,8,5,9,4,0,0,150,57
23,General,Semi-Urban,A-,4,11,Summer,42.0,6.1,3,7,6,6,0,1,118,53
19,Clinic,Rural,B+,3,10,Summer,36.8,10.4,5,12,0,2,0,0,21,24
11,General,Semi-Urban,A+,1,9,Monsoon,24.8,237.1,39,16,17,8,0,0,117,97
22,Clinic,Urban,A-,1,3,Summer,30.8,26.8,9,11,6,2,0,0,55,43
13,Clinic,Rural,O+,5,8,Monsoon,22.0,93.9,24,8,6,2,0,0,29,39
4,Clinic,Semi-Urban,O+,3,10,Summer,34.3,20.9,4,8,5,0,0,0,29,26
22,Clinic,Urban,AB+,6,1,Winter,20.2,4.8,5,12,9,2,0,0,47,39
9,General,Urban,O+,5,3,Summer,38.6,10.4,2,9,10,5,0,0,108,63
24,Trauma,Rural,O+,1,7,Monsoon,21.3,51.2,9,8,17,8,0,0,150,74
10,General,Urban,A-,6,5,Summer,30.0,11.9,7,10,7,2,0,0,161,64
22,Clinic,Urban,O+,4,9,Monsoon,26.6,153.1,20,15,4,0,0,1,67,45
14,Trauma,Semi-Urban,O-,4,5,Summer,42.0,37.4,7,6,17,4,0,0,202,79
12,General,Urban,B+,7,12,Winter,20.7,5.4,6,14,14,4,0,0,147,78
8,Clinic,Rural,B+,5,4,Summer,35.1,8.0,7,11,4,2,0,0,20,30
21,General,Urban,O+,1,5,Summer,30.3,5.4,7,10,13,9,0,0,165,77
2,Trauma,Semi-Urban,O+,2,1,Winter,11.6,4.7,6,6,13,3,0,1,236,73
12,General,Urban,A+,3,3,Summer,34.1,1.8,2,7,11,7,0,0,140,68
10,General,Urban,A-,1,3,Summer,33.7,61.4,8,6,12,3,0,0,163,71
14,Trauma,Semi-Urban,O-,2,10,Summer,33.2,18.6,7,3,11,5,0,1,228,72
7,Trauma,Urban,O+,6,5,Summer,32.9,30.6,4,13,27,2,0,0,193,104
17,Trauma,Semi-Urban,O-,1,3,Summer,31.8,25.7,9,9,22,0,0,0,150,84
10,General,Urban,AB+,2,4,Summer,31.1,18.4,6,9,10,10,0,0,146,74
5,General,Urban,B+,4,7,Monsoon,31.2,123.5,13,14,14,5,0,0,120,83
5,General,Urban,B+,1,10,Summer,31.3,22.8,8,8,14,5,0,0,133,74
18,Trauma,Semi-Urban,B+,2,12,Winter,17.2,2.8,4,11,21,6,0,0,203,89
7,Trauma,Urban,A+,7,1,Winter,17.9,3.8,8,11,20,2,0,0,228,100
8,Clinic,Rural,O-,5,11,Summer,36.1,23.7,4,4,2,2,0,1,44,20
16,General,Semi-Urban,O-,7,5,Summer,31.4,3.4,6,13,18,3,0,0,86,70
9,General,Urban,B+,3,10,Summer,36.9,13.0,11,6,7,0,1,0,105,55
10,General,Urban,B+,5,1,Winter,16.3,3.4,7,7,12,6,0,0,155,74
7,Trauma,Urban,AB+,2,8,Monsoon,26.5,14.2,9,6,8,4,0,1,242,86
9,General,Urban,O+,3,12,Winter,22.9,5.6,4,9,12,4,0,0,95,68
18,Trauma,Semi-Urban,O+,2,1,Winter,15.1,4.4,7,8,23,4,0,0,221,85
14,Trauma,Semi-Urban,B+,6,10,Summer,36.2,12.9,8,10,19,1,0,0,180,83
25,General,Semi-Urban,AB+,2,2,Winter,21.0,7.7,6,9,10,3,0,0,94,54
20,General,Urban,A-,2,12,Winter,18.9,6.9,4,7,5,2,0,0,140,56
1,Trauma,Rural,O+,4,9,Monsoon,26.6,175.6,23,6,18,4,0,0,150,75
10,General,Urban,B+,4,11,Summer,40.4,11.9,5,9,7,4,0,0,167,61
8,Clinic,Rural,B+,3,11,Summer,34.0,9.4,6,11,1,3,0,0,20,24
15,Trauma,Urban,O+,3,4,Summer,34.6,15.0,4,8,16,5,0,0,264,92
7,Trauma,Urban,A+,3,5,Summer,33.0,18.2,9,7,14,3,0,0,219,92
25,General,Semi-Urban,B+,7,9,Monsoon,27.5,150.5,18,11,15,3,0,0,80,73
8,Clinic,Rural,B+,5,3,Summer,36.9,6.1,5,3,1,2,0,0,20,17
14,Trauma,Semi-Urban,O-,7,4,Summer,33.2,17.4,5,8,22,2,0,0,176,85
4,Clinic,Semi-Urban,A-,7,2,Winter,11.7,8.3,5,10,3,2,0,0,30,31
23,General,Semi-Urban,O+,5,11,Summer,35.5,6.8,10,10,11,5,0,1,128,64
23,General,Semi-Urban,B-,6,3,Summer,30.8,1.6,5,7,7,3,0,0,108,50
20,General,Urban,A+,1,5,Summer,36.2,0.7,6,9,6,11,0,1,158,70
9,General,Urban,B+,7,6,Monsoon,27.0,68.0,16,18,12,2,0,0,82,82
2,Trauma,Semi-Urban,A+,4,5,Summer,36.8,5.1,2,9,13,7,0,0,226,79
18,Trauma,Semi-Urban,B-,5,10,Summer,31.2,19.1,8,10,20,3,0,0,193,86
11,General,Semi-Urban,B+,2,11,Summer,32.4,16.9,5,3,8,9,0,0,117,56
25,General,Semi-Urban,O-,1,7,Monsoon,26.0,17.2,5,3,5,7,0,0,100,51
18,Trauma,Semi-Urban,O+,7,11,Summer,29.6,28.3,12,10,25,0,1,0,197,87
14,Trauma,Semi-Urban,AB+,4,2,Winter,21.3,2.1,10,7,15,1,0,0,185,75
25,General,Semi-Urban,O+,1,12,Winter,13.1,1.6,6,9,12,5,0,0,100,60
21,General,Urban,B+,5,2,Winter,21.3,4.6,9,8,12,7,0,0,149,75
12,General,Urban,A+,1,1,Winter,19.3,2.5,6,7,6,8,0,0,164,69
1,Trauma,Rural,AB+,4,1,Winter,17.4,4.3,4,9,20,5,0,0,150,70
3,Clinic,Urban,O+,5,3,Summer,35.0,11.4,5,11,3,4,0,0,48,38
12,General,Urban,O+,6,11,Summer,35.0,30.5,10,13,17,1,0,0,151,76
15,Trauma,Urban,A-,4,4,Summer,32.8,15.4,12,13,24,3,0,0,276,108
1,Trauma,Rural,O+,3,10,Summer,34.9,10.4,6,10,13,0,1,0,150,54
4,Clinic,Semi-Urban,B+,6,6,Monsoon,29.2,90.3,17,14,2,2,0,1,47,40
18,Trauma,Semi-Urban,B+,2,2,Winter,15.2,7.5,7,9,15,5,0,0,207,78
19,Clinic,Rural,B+,1,6,Monsoon,28.0,46.2,12,11,3,6,0,0,24,32
1,Trauma,Rural,A+,2,3,Summer,26.1,19.9,5,6,10,4,0,0,150,55
13,Clinic,Rural,O+,6,4,Summer,28.2,13.2,4,7,1,1,0,0,33,20
3,Clinic,Urban,O+,4,7,Monsoon,28.7,96.3,9,8,3,2,0,0,51,34
19,Clinic,Rural,O+,1,10,Summer,32.7,5.1,3,10,3,3,0,0,20,29
21,General,Urban,O+,2,8,Monsoon,24.4,68.3,15,14,12,4,0,0,154,81
22,Clinic,Urban,A+,1,3,Summer,33.8,7.9,11,12,3,1,0,0,56,35
15,Trauma,Urban,O+,6,9,Monsoon,25.8,93.8,15,10,16,0,0,0,253,96
16,General,Semi-Urban,A+,4,9,Monsoon,24.0,27.9,6,16,11,5,0,0,82,64
24,Trauma,Rural,B+,1,3,Summer,29.1,1.4,5,8,14,6,0,0,150,67
16,General,Semi-Urban,O+,2,11,Summer,28.1,8.7,2,10,12,4,0,0,87,61
12,General,Urban,B+,5,11,Summer,36.2,26.6,12,10,11,12,0,0,154,83
19,Clinic,Rural,O+,5,8,Monsoon,25.7,130.7,13,14,7,5,0,0,20,45
15,Trauma,Urban,B+,6,4,Summer,36.9,12.1,4,11,20,4,0,0,254,99
22,Clinic,Urban,B+,1,5,Summer,32.7,5.5,6,11,4,2,0,0,49,33
14,Trauma,Semi-Urban,A+,1,6,Monsoon,28.1,5.8,5,5,15,5,0,0,201,76
22,Clinic,Urban,B-,1,3,Summer,33.6,7.3,6,5,7,2,0,0,52,34
2,Trauma,Semi-Urban,B+,3,4,Summer,34.1,10.8,8,9,4,4,0,0,216,72
1,Trauma,Rural,A+,6,2,Winter,18.3,1.3,7,5,10,1,0,0,150,52
3,Clinic,Urban,O-,5,2,Winter,16.7,5.0,8,13,5,3,0,0,60,41
14,Trauma,Semi-Urban,A+,2,9,Monsoon,23.3,121.8,24,16,26,2,0,0,194,106
18,Trauma,Semi-Urban,A+,5,2,Winter,20.3,2.4,5,9,14,7,0,0,212,80
6,General,Urban,B+,5,6,Monsoon,31.8,81.7,16,11,10,5,0,0,138,76
4,Clinic,Semi-Urban,A+,2,6,Monsoon,32.0,80.4,13,8,2,0,0,0,27,29
22,Clinic,Urban,O+,6,1,Winter,16.3,4.7,9,10,4,3,0,0,54,40
19,Clinic,Rural,O+,3,10,Summer,31.8,6.0,6,11,11,1,1,0,20,30
17,Trauma,Semi-Urban,A+,1,12,Winter,16.3,16.6,6,6,15,3,0,0,169,74
13,Clinic,Rural,O+,3,8,Monsoon,26.5,27.7,9,8,6,3,0,0,28,33
11,General,Semi-Urban,B+,6,9,Monsoon,26.8,45.5,12,15,11,5,0,0,112,70
1,Trauma,Rural,O+,5,3,Summer,31.0,14.7,9,7,14,2,0,0,150,58
5,General,Urban,AB+,2,11,Summer,29.6,37.8,7,7,7,10,0,0,117,72
23,General,Semi-Urban,A-,6,10,Summer,34.1,8.0,6,13,12,4,0,0,113,65
9,General,Urban,A+,3,6,Monsoon,16.4,40.1,10,10,9,7,0,1,108,75
18,Trauma,Semi-Urban,B+,4,9,Monsoon,26.7,72.8,9,11,19,9,0,1,227,91
18,Trauma,Semi-Urban,A-,1,12,Winter,15.2,5.8,7,9,18,4,0,0,222,80
8,Clinic,Rural,AB+,7,8,Monsoon,29.3,147.0,28,21,4,0,0,0,20,49
6,General,Urban,O+,6,3,Summer,37.1,18.5,7,8,8,3,0,0,139,66
18,Trauma,Semi-Urban,O+,2,4,Summer,37.2,40.5,9,18,23,6,0,0,182,102
3,Clinic,Urban,B+,4,3,Summer,33.0,21.1,3,7,4,0,0,0,55,30
13,Clinic,Rural,O+,6,4,Summer,30.6,24.2,8,10,7,3,0,0,29,34
23,General,Semi-Urban,A+,4,11,Summer,31.6,25.8,7,6,7,4,0,0,102,50
18,Trauma,Semi-Urban,B-,2,3,Summer,34.9,4.7,2,7,16,4,0,0,207,76
20,General,Urban,A-,7,11,Summer,29.1,11.0,3,11,8,4,0,0,135,66
3,Clinic,Urban,O+,2,4,Summer,38.2,6.2,6,8,3,1,0,0,57,31
5,General,Urban,O-,3,6,Monsoon,26.0,49.8,10,7,6,5,0,0,124,63
7,Trauma,Urban,A+,3,7,Monsoon,28.5,67.5,6,4,13,4,0,0,227,86
8,Clinic,Rural,AB-,7,2,Winter,12.7,4.6,1,8,3,1,0,0,21,21
5,General,Urban,O+,4,3,Summer,31.2,36.5,8,7,6,9,0,0,134,73
25,General,Semi-Urban,A+,6,4,Summer,28.3,19.7,5,4,3,5,0,0,101,47
5,General,Urban,A-,7,1,Winter,21.1,4.9,4,10,10,7,0,0,116,74
18,Trauma,Semi-Urban,AB+,7,10,Summer,33.5,9.4,2,9,16,4,0,0,214,75
15,Trauma,Urban,O+,6,7,Monsoon,28.7,266.2,33,23,36,1,0,0,241,144
16,General,Semi-Urban,O+,7,11,Summer,34.2,3.3,5,16,12,3,0,0,80,62
6,General,Urban,A+,7,11,Summer,35.4,21.5,9,8,15,3,0,1,158,70
8,Clinic,Rural,B+,7,5,Summer,33.0,1.6,5,16,0,1,0,0,20,29
16,General,Semi-Urban,O+,5,10,Summer,33.4,13.9,5,10,6,7,0,0,80,59
8,Clinic,Rural,B+,1,1,Winter,17.7,7.4,3,1,0,3,0,1,44,13
18,Trauma,Semi-Urban,A+,1,6,Monsoon,28.2,91.1,12,9,16,5,0,0,204,86
1,Trauma,Rural,O+,6,8,Monsoon,28.3,213.2,24,17,36,2,0,0,150,102
2,Trauma,Semi-Urban,O+,3,6,Monsoon,35.4,41.3,8,11,20,8,0,0,218,93
19,Clinic,Rural,B+,6,9,Monsoon,32.0,5.4,2,13,3,3,0,0,23,26
16,General,Semi-Urban,O+,7,11,Summer,28.7,3.6,6,11,7,0,1,0,97,47
2,Trauma,Semi-Urban,B-,5,6,Monsoon,26.6,70.1,10,12,18,2,0,0,207,85
23,General,Semi-Urban,O+,6,4,Summer,32.8,16.2,8,18,16,7,1,0,94,74
1,Trauma,Rural,O+,2,7,Monsoon,30.8,53.5,16,7,14,5,0,0,150,69
24,Trauma,Rural,O+,4,11,Summer,33.1,13.9,3,5,15,1,0,0,150,56
19,Clinic,Rural,O+,7,12,Winter,19.4,5.3,6,10,5,4,0,0,20,34
25,General,Semi-Urban,B+,6,10,Summer,27.0,5.8,9,5,10,5,0,0,87,55
24,Trauma,Rural,O+,2,3,Summer,29.5,6.0,7,8,18,8,0,0,150,76
8,Clinic,Rural,A-,7,3,Summer,40.3,2.8,2,15,2,3,0,0,20,34
19,Clinic,Rural,A+,4,7,Monsoon,27.2,213.2,25,22,7,7,0,1,37,61
6,General,Urban,O+,6,5,Summer,31.0,31.5,7,5,4,2,0,0,149,54
12,General,Urban,B-,4,8,Monsoon,27.7,98.6,15,9,10,5,0,0,158,75
7,Trauma,Urban,O+,5,12,Winter,14.8,1.1,7,10,15,1,1,1,246,84
13,Clinic,Rural,A+,2,7,Monsoon,26.1,241.7,35,17,11,3,0,1,45,62
22,Clinic,Urban,AB+,3,5,Summer,29.6,6.0,2,8,4,3,0,0,46,33
11,General,Semi-Urban,O+,6,11,Summer,31.6,3.0,8,8,12,5,0,0,105,61
3,Clinic,Urban,A+,6,6,Monsoon,25.8,43.8,8,5,8,1,0,0,52,35
9,General,Urban,A+,1,8,Monsoon,30.4,39.3,9,7,8,0,0,0,114,59
20,General,Urban,O+,1,2,Winter,19.4,1.2,3,6,6,8,0,0,150,64
14,Trauma,Semi-Urban,A+,5,7,Monsoon,28.9,52.9,9,7,15,9,0,1,208,85
15,Trauma,Urban,A+,4,6,Monsoon,26.9,93.0,19,16,26,6,0,0,268,120
11,General,Semi-Urban,B-,6,2,Winter,20.5,6.1,6,7,5,5,0,0,108,52
8,Clinic,Rural,O+,1,3,Summer,31.4,10.2,8,14,4,5,0,0,20,35
